Taxa,Class,Order,Family,Genus,functional.group,Nitrogen.fixation,Si.demand,Mixotrophy,Colony,Mobility,Pigment,Ind_size,Colony_size,Source,System
Anabaena,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,892.2968913,Klais,
Anabaena-Aphanizomenon,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,,1,0,0,1,0.5,,,7500,Kanako,
Anabaena aequalis,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,NA,SCOR,
Anabaena aequalis,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,28.8288178,Kremer,
Anabaena affinis,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,110,2200,Clark,Bw
Anabaena affinis,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,1262.008748,Lin,Ks
Anabaena affinis,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,2200,Kanako,
Anabaena affinis,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,22.47966656,Kremer,
Anabaena affinis,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,110,2200,Maiko,Inba
Anabaena augstumnalis,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,NA,SCOR,
Anabaena baltica,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,1955.035407,Klais,
Anabaena baltica,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,NA,SCOR,
Anabaena bergii v. limne,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,2100,Orlane,Gv
Anabaena catenula,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,NA,SCOR,
Anabaena catenula,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,1434.259468,Kremer,
Anabaena cf. heterospora,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,346.0861614,Lin,Ks
Anabaena circinalis,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,4000,Orlane,Gv
Anabaena circinalis,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,5000,Kanako,
Anabaena circinalis,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,1433.058545,Kremer,
Anabaena circinalis,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,256,Cornell,Oneida
Anabaena constricta,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,5000,Kanako,
Anabaena cylindrica,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,618.7283015,Klais,
Anabaena cylindrica,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,NA,SCOR,
Anabaena eucompacta,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,1101.446682,Lin,Ks
Anabaena flos-aquae,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,1940.758276,Lin,Ks
Anabaena flos-aquae,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,4400,Kanako,
Anabaena flos-aquae,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,256,Cornell,Oneida
Anabaena flos aquae,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,1570,Orlane,Gv
Anabaena flos aquae v tr,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,770,Orlane,Gv
Anabaena flosaquae,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,220,4400,Maiko,Inba
Anabaena inaequalis,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,1353.790079,Klais,
Anabaena inaequalis,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,1050,Kremer,
Anabaena inaqualius,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,2000,Kanako,
Anabaena lemmermannii,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,602.7058798,Kremer,
Anabaena macrospora,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,320,6400,Clark,Bw
Anabaena macrospora,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,570,Orlane,Gv
Anabaena macrospora,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,6400,Kanako,
Anabaena macrospora,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,2084.82726,Kremer,
Anabaena macrospora var. crassa,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,6400,Kanako,
Anabaena minderi,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,NA,SCOR,
Anabaena oscillarioides,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,36.8269455,Kremer,
Anabaena planctonica,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,12339.77118,Kremer,
Anabaena planktonica,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,6400,Kanako,
Anabaena pseudocompacta,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,1676.939921,Lin,Ks
Anabaena pseudoscillatoria,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,NA,SCOR,
Anabaena scheremetievi,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,190,Kremer,
Anabaena scheremetievi,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,256,Cornell,Oneida
Anabaena smithii,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,766.3070481,Lin,Ks
Anabaena sp.,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,270,5400,Clark,Bw
Anabaena sp.,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,1000,Orlane,Gv
Anabaena sp.,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,5400,Kanako,
Anabaena sp.,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,270,5400,Maiko,Inba
Anabaena spiroides,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,200,4000,Clark,Bw
Anabaena spiroides,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,1964.765223,Lin,Ks
Anabaena spiroides,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,4000,Kanako,
Anabaena spiroides,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,3161.067258,Kremer,
Anabaena spiroides,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,200,4000,Maiko,Inba
Anabaena spiroides var. crassa,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,6000,Kanako,
Anabaena spiroides var. minima,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,NA,SCOR,
Anabaena spp.,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,987.4588431,Lin,Ks
Anabaena subcylindrica,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,31.9,Kremer,
Anabaena tenericaulis,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,753.7380394,Lin,Ks
Anabaena torulosa,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,NA,SCOR,
Anabaena variabilis,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,1268.035532,Kremer,
Anabaena wisconsinensis,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,H1,1,0,0,1,0.5,B,,NA,SCOR,
Anabaenopsis,Cyanophyceae,Nostocales,Nostocaceae,Anabaenopsis,H1,1,0,0,1,0.5,B,,645.1491407,Klais,
Anabaenopsis,Cyanophyceae,Nostocales,Nostocaceae,Anabaenopsis,H1,1,0,0,1,0.5,B,,NA,SCOR,
Anabaenopsis arnoldii,Cyanophyceae,Nostocales,Nostocaceae,Anabaenopsis,H1,1,0,0,1,0.5,B,100,1000,Maiko,Inba
Anabaenopsis circularis,Cyanophyceae,Nostocales,Nostocaceae,Anabaenopsis,H1,1,0,0,1,0.5,B,,3568.171982,Lin,Ks
Anabaenopsis circularis,Cyanophyceae,Nostocales,Nostocaceae,Anabaenopsis,H1,1,0,0,1,0.5,B,,NA,SCOR,
Anabaenopsis circularis,Cyanophyceae,Nostocales,Nostocaceae,Anabaenopsis,H1,1,0,0,1,0.5,B,,868.0894781,Kremer,
Anabaenopsis circularis,Cyanophyceae,Nostocales,Nostocaceae,Anabaenopsis,H1,1,0,0,1,0.5,B,100,1000,Maiko,Inba
Anabaenopsis elenkinii,Cyanophyceae,Nostocales,Nostocaceae,Anabaenopsis,H1,1,0,0,1,0.5,B,,2519.55096,Klais,
Anabaenopsis elenkinii,Cyanophyceae,Nostocales,Nostocaceae,Anabaenopsis,H1,1,0,0,1,0.5,B,,NA,SCOR,
Anabaenopsis sp.,Cyanophyceae,Nostocales,Nostocaceae,Anabaenopsis,H1,1,0,0,1,0.5,B,,1000,Kanako,
Anabaenopsis sp.,Cyanophyceae,Nostocales,Nostocaceae,Anabaenopsis,H1,1,0,0,1,0.5,B,100,1000,Maiko,Inba
Anabaenopsis spp.,Cyanophyceae,Nostocales,Nostocaceae,Anabaenopsis,H1,1,0,0,1,0.5,B,,147.5843,Lin,Ks
Anacystis,Cyanophyceae,Chroococcales,Chroococcaceae,Anacystis,,0,0,0,1,0,B,,NA,SCOR,
Anacystis cyanea,Cyanophyceae,Chroococcales,Chroococcaceae,Anacystis,,0,0,0,1,0,B,,8177.08,Kremer,
Anacystis incerta,Cyanophyceae,Chroococcales,Chroococcaceae,Anacystis,,0,0,0,1,0,B,,381.51,Kremer,
Anathece bachmannii,Cyanophyceae,Synechococcales,Synechococcaceae,Anathece,,0,0,0,1,0.5,B,,NA,SCOR,
Anathece clathrata,Cyanophyceae,Synechococcales,Synechococcaceae,Anathece,,0,0,0,1,0.5,B,,7.549675476,Klais,
Anathece clathrata,Cyanophyceae,Synechococcales,Synechococcaceae,Anathece,,0,0,0,1,0.5,B,,NA,SCOR,
Anathece minutissima,Cyanophyceae,Synechococcales,Synechococcaceae,Anathece,,0,0,0,1,0.5,B,,30.47726245,Klais,
Anathece minutissima,Cyanophyceae,Synechococcales,Synechococcaceae,Anathece,,0,0,0,1,0.5,B,,NA,SCOR,
Anathece smithii,Cyanophyceae,Synechococcales,Synechococcaceae,Anathece,,0,0,0,1,0.5,B,,NA,SCOR,
Aneumastus aratus,Bacillariophyceae,Mastogloiales,Mastogloiaceae,Aneumastus,,0,1,0,0,0,BW,,NA,SCOR,
Aneumastus tuscula,Bacillariophyceae,Mastogloiales,Mastogloiaceae,Aneumastus,,0,1,0,0,0,BW,,2331.137407,Klais,
Aneumastus tuscula,Bacillariophyceae,Mastogloiales,Mastogloiaceae,Aneumastus,,0,1,0,0,0,BW,,NA,SCOR,
Aneumastus tusculus,Bacillariophyceae,Mastogloiales,Mastogloiaceae,Aneumastus,,0,1,0,0,0,BW,,2223.222222,Klais,
Aneumastus tusculus,Bacillariophyceae,Mastogloiales,Mastogloiaceae,Aneumastus,,0,1,0,0,0,BW,,NA,SCOR,
Ankistrodesmus,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,F,0,0,0,1,0,G,,59.83453263,Klais,
Ankistrodesmus,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,F,0,0,0,1,0,G,,NA,SCOR,
Ankistrodesmus braunii,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,F,0,0,0,1,0,G,,73.2225182,Kremer,
Ankistrodesmus braunii,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,F,0,0,0,1,0,G,,800,Cornell,Oneida
Ankistrodesmus convolutus,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,F,0,0,0,1,0,G,,21.90935585,Kremer,
Ankistrodesmus densus,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,F,0,0,0,1,0,G,,500,Kanako,
Ankistrodesmus falcatus,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,F,0,0,0,1,0,G,90,90,Clark,Bw
Ankistrodesmus falcatus,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,F,0,0,0,1,0,G,,108.7586944,Klais,
Ankistrodesmus falcatus,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,F,0,0,0,1,0,G,,NA,SCOR,
Ankistrodesmus falcatus,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,F,0,0,0,1,0,G,,90,Kanako,
Ankistrodesmus falcatus,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,F,0,0,0,1,0,G,,74.72619672,Kremer,
Ankistrodesmus falcatus,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,F,0,0,0,1,0,G,90,90,Maiko,Inba
Ankistrodesmus falcatus,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,F,0,0,0,1,0,G,,30,Cornell,Oneida
Ankistrodesmus falcatus var. aciculalis,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,F,0,0,0,1,0,G,,100,Kanako,
Ankistrodesmus falcatus var. mirabile,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,F,0,0,0,1,0,G,,42,Kanako,
Ankistrodesmus falcatus var. mirabilis,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,F,0,0,0,1,0,G,42,42,Maiko,Inba
Ankistrodesmus fusiformis,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,F,0,0,0,1,0,G,,82.35897033,Klais,
Ankistrodesmus fusiformis,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,F,0,0,0,1,0,G,,NA,SCOR,
Ankistrodesmus fusiformis,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,F,0,0,0,1,0,G,,100,Kanako,
Ankistrodesmus fusiformis,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,F,0,0,0,1,0,G,,144.3064416,Kremer,
Ankistrodesmus gracile,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,F,0,0,0,1,0,G,,15,Orlane,Gv
Ankistrodesmus gracilis,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,F,0,0,0,1,0,G,,114.91,Klais,
Ankistrodesmus gracilis,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,F,0,0,0,1,0,G,,NA,SCOR,
Ankistrodesmus gracilis,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,F,0,0,0,1,0,G,590,590,Maiko,Inba
Ankistrodesmus nannosele,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,F,0,0,0,0,0,G,,4.1,Orlane,Gv
Ankistrodesmus nannoselene,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,F,0,0,0,1,0,G,,NA,SCOR,
Ankistrodesmus sp.,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,F,0,0,0,1,0,G,590,590,Clark,Bw
Ankistrodesmus sp.,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,F,0,0,0,1,0,G,,590,Kanako,
Ankistrodesmus spiralis,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,F,0,0,0,1,0,G,,15,Klais,
Ankistrodesmus spiralis,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,F,0,0,0,1,0,G,,NA,SCOR,
Ankistrodesmus spiralis,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,F,0,0,0,1,0,G,,141,Kanako,
Ankistrodesmus spiralis,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,F,0,0,0,1,0,G,,20.34156015,Kremer,
Ankistrodesmus spiralis,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,F,0,0,0,1,0,G,,30,Cornell,Oneida
Ankistrodesmus spp.,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,F,0,0,0,1,0,G,,141.5415285,Lin,Ks
Ankistrodesmus spp.,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,F,0,0,0,1,0,G,590,590,Maiko,Inba
Ankyra,Chlorophyceae,Sphaeropleales,Characiaceae,Ankyra,X3,0,0,0,0,0,G,,NA,SCOR,
Ankyra 1l? zoospore,Chlorophyceae,Sphaeropleales,Characiaceae,Ankyra,X3,0,0,0,0,0,G,,110,Orlane,Gv
Ankyra ancora,Chlorophyceae,Sphaeropleales,Characiaceae,Ankyra,X3,0,0,0,0,0,G,2618,2618,Maiko,Inba
Ankyra inerme,Chlorophyceae,Sphaeropleales,Characiaceae,Ankyra,X3,0,0,0,0,0,G,,30,Orlane,Gv
Ankyra judayi,Chlorophyceae,Sphaeropleales,Characiaceae,Ankyra,X3,0,0,0,0,0,G,,60,Orlane,Gv
Ankyra judayi,Chlorophyceae,Sphaeropleales,Characiaceae,Ankyra,X3,0,0,0,0,0,G,,72,Klais,
Ankyra judayi,Chlorophyceae,Sphaeropleales,Characiaceae,Ankyra,X3,0,0,0,0,0,G,,NA,SCOR,
Ankyra judayi,Chlorophyceae,Sphaeropleales,Characiaceae,Ankyra,X3,0,0,0,0,0,G,,24,Cornell,Oneida
Ankyra lanceolata,Chlorophyceae,Sphaeropleales,Characiaceae,Ankyra,X3,0,0,0,0,0,G,,105,Orlane,Gv
Ankyra spp.,Chlorophyceae,Sphaeropleales,Characiaceae,Ankyra,X3,0,0,0,0,0,G,,321.1864466,Lin,Ks
Anomoeoneis sphaerophora,Bacillariophyceae,Cymbellales,Anomoeoneidaceae,Anomoeoneis,MP,0,1,0,0,0,BW,,14220.08606,Kremer,
Anorthoneis excentrica,Bacillariophyceae,Achnanthales,Cocconeidaceae,Anorthoneis,MP,0,1,0,0,0,BW,,1073.449903,Kremer,
Apedinella,Dictyochophyceae,Pedinellales,Pedinellaceae,Apedinella,,0,0,0,0,1,BW,,149.739164,Klais,
Apedinella,Dictyochophyceae,Pedinellales,Pedinellaceae,Apedinella,,0,0,0,0,1,BW,,NA,SCOR,
Apedinella radians,Dictyochophyceae,Pedinellales,Pedinellaceae,Apedinella,,0,0,0,0,1,BW,,366.9595955,Klais,
Apedinella radians,Dictyochophyceae,Pedinellales,Pedinellaceae,Apedinella,,0,0,0,0,1,BW,,NA,SCOR,
Aphanizomenon,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,H1,1,0,0,1,0.5,B,,1507.88174,Klais,
Aphanizomenon,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,H1,1,0,0,1,0.5,B,,NA,SCOR,
Aphanizomenon flos-aquae,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,H1,1,0,0,1,0.5,B,160,7500,Clark,Bw
Aphanizomenon flos-aquae,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,H1,1,0,0,1,0.5,B,,367.7082727,Lin,Ks
Aphanizomenon flos-aquae,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,H1,1,0,0,1,0.5,B,,4800,Kanako,
Aphanizomenon flos-aquae,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,H1,1,0,0,1,0.5,B,,108,Cornell,Oneida
Aphanizomenon flos aquae,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,H1,1,0,0,1,0.5,B,,1960,Orlane,Gv
Aphanizomenon flosaquae,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,H1,1,0,0,1,0.5,B,,1369.951363,Klais,
Aphanizomenon flosaquae,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,H1,1,0,0,1,0.5,B,,NA,SCOR,
Aphanizomenon flosaquae,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,H1,1,0,0,1,0.5,B,160,4800,Maiko,Inba
Aphanizomenon gracile,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,H1,1,0,0,1,0.5,B,,561.4246427,Klais,
Aphanizomenon gracile,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,H1,1,0,0,1,0.5,B,,NA,SCOR,
Aphanizomenon issatschenkoi,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,H1,1,0,0,1,0.5,B,,218.0708865,Lin,Ks
Aphanizomenon skujae,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,H1,1,0,0,1,0.5,B,,315.0000001,Klais,
Aphanizomenon skujae,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,H1,1,0,0,1,0.5,B,,NA,SCOR,
Aphanizomenon sp.,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,H1,1,0,0,1,0.5,B,160,4800,Clark,Bw
Aphanizomenon sp.,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,H1,1,0,0,1,0.5,B,,4800,Kanako,
Aphanizomenon spp.,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,H1,1,0,0,1,0.5,B,160,4800,Maiko,Inba
Aphanizomenon yezoense,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,H1,1,0,0,1,0.5,B,,NA,SCOR,
Aphanocapsa,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa,K,0,0,0,1,0.5,B,,67.67730204,Klais,
Aphanocapsa,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa,K,0,0,0,1,0.5,B,,NA,SCOR,
Aphanocapsa biformis,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa,K,0,0,0,1,0.5,B,,NA,SCOR,
Aphanocapsa delicatissima,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa,K,0,0,0,1,0.5,B,,7.384645418,Klais,
Aphanocapsa delicatissima,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa,K,0,0,0,1,0.5,B,,NA,SCOR,
Aphanocapsa delicatissima,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa,K,0,0,0,1,0.5,B,,14.96554382,Kremer,
Aphanocapsa elachista,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa,K,0,0,0,1,0.5,B,8,4000,Clark,Bw
Aphanocapsa elachista,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa,K,0,0,0,1,0.5,B,,1843.664966,Klais,
Aphanocapsa elachista,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa,K,0,0,0,1,0.5,B,,NA,SCOR,
Aphanocapsa elachista,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa,K,0,0,0,1,0.5,B,,4000,Kanako,
Aphanocapsa elachista,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa,K,0,0,0,1,0.5,B,,88.99111603,Kremer,
Aphanocapsa elachista var. conferta,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa,K,0,0,0,1,0.5,B,,4000,Kanako,
Aphanocapsa grevillei,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa,K,0,0,0,1,0.5,B,,NA,SCOR,
Aphanocapsa holsatica,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa,K,0,0,0,1,0.5,B,,59.0674439,Klais,
Aphanocapsa holsatica,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa,K,0,0,0,1,0.5,B,,NA,SCOR,
Aphanocapsa incerta,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa,K,0,0,0,1,0.5,B,,4.100850421,Klais,
Aphanocapsa incerta,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa,K,0,0,0,1,0.5,B,,NA,SCOR,
Aphanocapsa litoralis,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa,K,0,0,0,1,0.5,B,,NA,SCOR,
Aphanocapsa marina,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa,K,0,0,0,1,0.5,B,,NA,SCOR,
Aphanocapsa reinboldii,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa,K,0,0,0,1,0.5,B,,NA,SCOR,
Aphanocapsa sp.,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa,K,0,0,0,1,0.5,B,4,800,Clark,Bw
Aphanocapsa sp.,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa,K,0,0,0,1,0.5,B,,800,Kanako,
Aphanocapsa spp.,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa,K,0,0,0,1,0.5,B,,426.2889779,Lin,Ks
Aphanocapsa spp.,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa,K,0,0,0,1,0.5,B,,113,Kanako,
Aphanocapsa spp.,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa,K,0,0,0,1,0.5,B,0.565,113,Maiko,Inba
Aphanochaete repens,Chlorophyceae,Chaetophorales,Chaetophoraceae,Aphanochaete,,0,0,0,1,0,G,,781.9319492,Kremer,
Aphanothece,Cyanophyceae,Chroococcales,Chroococcaceae,Aphanothece,K,1,0,0,1,0,B,,39.09847759,Klais,
Aphanothece,Cyanophyceae,Chroococcales,Chroococcaceae,Aphanothece,K,1,0,0,1,0,B,,NA,SCOR,
Aphanothece clathra v ro,Cyanophyceae,Chroococcales,Chroococcaceae,Aphanothece,K,1,0,0,1,0,B,,5240,Orlane,Gv
Aphanothece clathrata,Cyanophyceae,Chroococcales,Chroococcaceae,Aphanothece,K,1,0,0,1,0,B,1,500,Clark,Bw
Aphanothece clathrata,Cyanophyceae,Chroococcales,Chroococcaceae,Aphanothece,K,1,0,0,1,0,B,,5240,Orlane,Gv
Aphanothece clathrata,Cyanophyceae,Chroococcales,Chroococcaceae,Aphanothece,K,1,0,0,1,0,B,,500,Kanako,
Aphanothece clathrata,Cyanophyceae,Chroococcales,Chroococcaceae,Aphanothece,K,1,0,0,1,0,B,,306.8673926,Kremer,
Aphanothece clathrata,Cyanophyceae,Chroococcales,Chroococcaceae,Aphanothece,K,1,0,0,1,0,B,,5333,Cornell,Oneida
